NCRO_1000000	hsa-miR-548f-5
NCRO_1004152	hsa-miR-6882-5p
NCRO_1004153	hsa-miR-3714
NCRO_1004154	hsa-miR-6850-5p
NCRO_1004155	hsa-miR-1246
NCRO_1004156	hsa-miR-548m
NCRO_1004157	hsa-miR-4719
NCRO_1004158	hsa-miR-378a
NCRO_1004159	hsa-miR-3926-2
NCRO_1004160	hsa-miR-3163
NCRO_1004161	hsa-miR-3689e
NCRO_1004162	hsa-miR-32
NCRO_1004163	hsa-miR-361-3p
NCRO_1004164	hsa-miR-622
NCRO_1004165	hsa-miR-149
NCRO_1004166	hsa-miR-4265
NCRO_1004167	hsa-miR-5700
NCRO_1004168	hsa-miR-371b
NCRO_1004169	hsa-miR-5197
NCRO_1004170	hsa-miR-1305
NCRO_1004171	hsa-miR-2110
NCRO_1004172	hsa-miR-1200
NCRO_1004173	hsa-miR-517b-3p
NCRO_1004174	hsa-miR-3619-3p
NCRO_1004175	hsa-miR-4739
NCRO_1004176	hsa-miR-3677
NCRO_1004177	hsa-miR-8083
NCRO_1004178	hsa-miR-4261
NCRO_1004179	hsa-miR-4477b
NCRO_1004180	hsa-miR-519d-3p
NCRO_1004181	hsa-miR-3140-3p
NCRO_1004182	hsa-miR-3978
NCRO_1004183	hsa-miR-1914-3p
NCRO_1004184	hsa-miR-4296
NCRO_1004185	hsa-miR-3920
NCRO_1004186	hsa-miR-522-5p
NCRO_1004187	hsa-miR-4472-2
NCRO_1004188	hsa-miR-299-5p
NCRO_1004189	hsa-miR-4299
NCRO_1004190	hsa-miR-924
NCRO_1004191	hsa-miR-6859-3p
NCRO_1004192	hsa-miR-3692-3p
NCRO_1004193	hsa-miR-548bb-5p
NCRO_1004194	hsa-miR-371a-5p
NCRO_1004195	hsa-miR-4425
NCRO_1004196	hsa-miR-4798
NCRO_1004197	hsa-miR-548f-4
NCRO_1004198	hsa-miR-6755-5p
NCRO_1004199	hsa-miR-4449
NCRO_1004200	hsa-miR-6790
NCRO_1004201	hsa-miR-3170
NCRO_1004202	hsa-miR-510-5p
NCRO_1004203	hsa-miR-5191
NCRO_1004204	hsa-miR-6780a
NCRO_1004205	hsa-miR-6715b-3p
NCRO_1004206	hsa-miR-320d-2
NCRO_1004207	hsa-miR-4457
NCRO_1004208	hsa-miR-520c-3p
NCRO_1004209	hsa-miR-6831-3p
NCRO_1004210	hsa-miR-4302
NCRO_1004211	hsa-miR-29c
NCRO_1004212	hsa-miR-3616
NCRO_1004213	hsa-miR-199b
NCRO_1004214	hsa-miR-6129
NCRO_1004215	hsa-miR-5192
NCRO_1004216	hsa-miR-3156-5p
NCRO_1004217	hsa-miR-4769-3p
NCRO_1004218	hsa-miR-4632
NCRO_1004219	hsa-miR-3129
NCRO_1004220	hsa-miR-4534
NCRO_1004221	hsa-miR-6512-3p
NCRO_1004222	hsa-miR-943
NCRO_1004223	hsa-miR-4721
NCRO_1004224	hsa-miR-2278
NCRO_1004225	hsa-miR-3119-1
NCRO_1004226	hsa-miR-548x-3p
NCRO_1004227	hsa-miR-4748
NCRO_1004228	hsa-miR-20b
NCRO_1004229	hsa-miR-1245a
NCRO_1004230	hsa-miR-448
NCRO_1004231	hsa-miR-103a-3p
NCRO_1004232	hsa-miR-4447
NCRO_1004233	hsa-miR-4684-3p
NCRO_1004234	hsa-miR-7-1-3p
NCRO_1004235	hsa-miR-1238-3p
NCRO_1004236	hsa-miR-4646-5p
NCRO_1004237	hsa-miR-3665
NCRO_1004238	hsa-miR-5089-3p
NCRO_1004239	hsa-miR-708
NCRO_1004240	hsa-miR-4314
NCRO_1004241	hsa-miR-19b-2-5p
NCRO_1004242	hsa-miR-6757
NCRO_1004243	hsa-miR-3907
NCRO_1004244	hsa-miR-367-5p
NCRO_1004245	hsa-miR-4736
NCRO_1004246	hsa-miR-580-3p
NCRO_1004247	hsa-miR-148b-3p
NCRO_1004248	hsa-miR-22-3p
NCRO_1004249	hsa-miR-155-5p
NCRO_1004250	hsa-miR-4466
NCRO_1004251	hsa-miR-6875-3p
NCRO_1004252	hsa-miR-1264
NCRO_1004253	hsa-miR-28-5p
NCRO_1004254	hsa-miR-548ba
NCRO_1004255	hsa-miR-7850-5p
NCRO_1004256	hsa-miR-6507
NCRO_1004257	hsa-miR-3912-5p
NCRO_1004258	hsa-miR-1260a
NCRO_1004259	hsa-miR-219a-1-3p
NCRO_1004260	hsa-miR-1243
NCRO_1004261	hsa-miR-197-3p
NCRO_1004262	hsa-miR-495
NCRO_1004263	hsa-miR-379-3p
NCRO_1004264	hsa-miR-6833
NCRO_1004265	hsa-miR-1252-5p
NCRO_1004266	hsa-miR-550b-2
NCRO_1004267	hsa-miR-511-3p
NCRO_1004268	hsa-miR-219b-3p
NCRO_1004269	hsa-miR-7703
NCRO_1004270	hsa-miR-302f
NCRO_1004271	hsa-miR-543
NCRO_1004272	hsa-miR-1321
NCRO_1004273	hsa-miR-1197
NCRO_1004274	hsa-miR-3691-5p
NCRO_1004275	hsa-miR-890
NCRO_1004276	hsa-miR-616-3p
NCRO_1004277	hsa-miR-106b
NCRO_1004278	hsa-miR-518a-5p
NCRO_1004279	hsa-miR-106a
NCRO_1004280	hsa-miR-5579-3p
NCRO_1004281	hsa-miR-4774
NCRO_1004282	hsa-let-7a-2-3p
NCRO_1004283	hsa-miR-1269a
NCRO_1004284	hsa-miR-4999-5p
NCRO_1004285	hsa-miR-4496
NCRO_1004286	hsa-miR-548al
NCRO_1004287	hsa-miR-548j-5p
NCRO_1004288	hsa-miR-6081
NCRO_1004289	hsa-miR-6777-5p
NCRO_1004290	hsa-miR-525
NCRO_1004291	hsa-miR-6837-3p
NCRO_1004292	hsa-miR-7978
NCRO_1004293	hsa-miR-6769a
NCRO_1004294	hsa-miR-6134
NCRO_1004295	hsa-miR-2117
NCRO_1004296	hsa-miR-4314
NCRO_1004297	hsa-miR-1228
NCRO_1004298	hsa-miR-648
NCRO_1004299	hsa-miR-571
NCRO_1004300	hsa-miR-3146
NCRO_1004301	hsa-miR-4656
NCRO_1004302	hsa-miR-378d-2
NCRO_1004303	hsa-miR-6815
NCRO_1004304	hsa-miR-6125
NCRO_1004305	hsa-miR-7150
NCRO_1004306	hsa-miR-6835
NCRO_1004307	hsa-miR-1244-3
NCRO_1004308	hsa-miR-6761-5p
NCRO_1004309	hsa-miR-8083
NCRO_1004310	hsa-miR-513c
NCRO_1004311	hsa-miR-518d-3p
NCRO_1004312	hsa-miR-7109-3p
NCRO_1004313	hsa-miR-182
NCRO_1004314	hsa-miR-1275
NCRO_1004315	hsa-miR-18b-3p
NCRO_1004316	hsa-miR-374c-5p
NCRO_1004317	hsa-miR-3688-3p
NCRO_1004318	hsa-miR-4325
NCRO_1004319	hsa-miR-5589-5p
NCRO_1004320	hsa-miR-4449
NCRO_1004321	hsa-miR-6745
NCRO_1004322	hsa-miR-6757-5p
NCRO_1004323	hsa-miR-486-2
NCRO_1004324	hsa-miR-552-3p
NCRO_1004325	hsa-miR-935
NCRO_1004326	hsa-miR-6874-5p
NCRO_1004327	hsa-miR-6844
NCRO_1004328	hsa-miR-6742-5p
NCRO_1004329	hsa-let-7e-3p
NCRO_1004330	hsa-miR-4524b
NCRO_1004331	hsa-miR-6758-3p
NCRO_1004332	hsa-miR-200b
NCRO_1004333	hsa-miR-613
NCRO_1004334	hsa-miR-6072
NCRO_1004335	hsa-miR-1911-5p
NCRO_1004336	hsa-miR-6513-3p
NCRO_1004337	hsa-miR-1302-7
NCRO_1004338	hsa-miR-383-5p
NCRO_1004339	hsa-miR-618
NCRO_1004340	hsa-miR-3920
NCRO_1004341	hsa-miR-6730
NCRO_1004342	hsa-miR-592
NCRO_1004343	hsa-miR-4324
NCRO_1004344	hsa-miR-4276
NCRO_1004345	hsa-miR-124-1
NCRO_1004346	hsa-miR-449a
NCRO_1004347	hsa-miR-6839-3p
NCRO_1004348	hsa-miR-1292-5p
NCRO_1004349	hsa-miR-5691
NCRO_1004350	hsa-miR-302d
NCRO_1004351	hsa-miR-4436a
NCRO_1004352	hsa-miR-3684
NCRO_1004353	hsa-miR-4283-2
NCRO_1004354	hsa-miR-5681b
NCRO_1004355	hsa-miR-520c-5p
NCRO_1004356	hsa-miR-3688-1
NCRO_1004357	hsa-miR-3118
NCRO_1004358	hsa-miR-6882
NCRO_1004359	hsa-miR-3689d
NCRO_1004360	hsa-miR-1825
NCRO_1004361	hsa-miR-4497
NCRO_1004362	hsa-miR-4732-3p
NCRO_1004363	hsa-miR-646
NCRO_1004364	hsa-miR-3621
NCRO_1004365	hsa-miR-5708
NCRO_1004366	hsa-miR-2053
NCRO_1004367	hsa-miR-4676-3p
NCRO_1004368	hsa-miR-1910-3p
NCRO_1004369	hsa-miR-5010
NCRO_1004370	hsa-miR-4739
NCRO_1004371	hsa-miR-425-5p
NCRO_1004372	hsa-miR-4715-3p
NCRO_1004373	hsa-miR-548ae-3p
NCRO_1004374	hsa-miR-3186-5p
NCRO_1004375	hsa-miR-520d
NCRO_1004376	hsa-miR-5194
NCRO_1004377	hsa-miR-423
NCRO_1004378	hsa-miR-99a-3p
NCRO_1004379	hsa-miR-6086
NCRO_1004380	hsa-miR-586
NCRO_1004381	hsa-miR-4465
NCRO_1004382	hsa-miR-3202-2
NCRO_1004383	hsa-miR-5694
NCRO_1004384	hsa-miR-6090
NCRO_1004385	hsa-miR-5683
NCRO_1004386	hsa-miR-10a
NCRO_1004387	hsa-miR-6793
NCRO_1004388	hsa-miR-4265
NCRO_1004389	hsa-miR-325
NCRO_1004390	hsa-miR-891a-3p
NCRO_1004391	hsa-miR-200b-5p
NCRO_1004392	hsa-miR-6767-5p
NCRO_1004393	hsa-miR-518e-5p
NCRO_1004394	hsa-miR-627-3p
NCRO_1004395	hsa-miR-6822-5p
NCRO_1004396	hsa-miR-6829-5p
NCRO_1004397	hsa-miR-3685
NCRO_1004398	hsa-miR-4305
NCRO_1004399	hsa-miR-487a-5p
NCRO_1004400	hsa-miR-545
NCRO_1004401	hsa-miR-548az-3p
NCRO_1004402	hsa-miR-1276
NCRO_1004403	hsa-miR-485
NCRO_1004404	hsa-miR-125b-1
NCRO_1004405	hsa-miR-3181
NCRO_1004406	hsa-miR-564
NCRO_1004407	hsa-miR-2909
NCRO_1004408	hsa-miR-548ay-3p
NCRO_1004409	hsa-miR-3141
NCRO_1004410	hsa-miR-1273e
NCRO_1004411	hsa-miR-21-5p
NCRO_1004412	hsa-miR-510-3p
NCRO_1004413	hsa-miR-302d-5p
NCRO_1004414	hsa-miR-107
NCRO_1004415	hsa-miR-548at
NCRO_1004416	hsa-miR-4471
NCRO_1004417	hsa-miR-9-3p
NCRO_1004418	hsa-miR-548aa
NCRO_1004419	hsa-miR-6746-5p
NCRO_1004420	hsa-miR-4509-1
NCRO_1004421	hsa-miR-29c-3p
NCRO_1004422	hsa-miR-3908
NCRO_1004423	hsa-miR-3690
NCRO_1004424	hsa-miR-128-1-5p
NCRO_1004425	hsa-miR-6821-5p
NCRO_1004426	hsa-miR-6810-3p
NCRO_1004427	hsa-miR-200a
NCRO_1004428	hsa-miR-7854
NCRO_1004429	hsa-miR-1537-5p
NCRO_1004430	hsa-miR-302a
NCRO_1004431	hsa-let-7g-3p
NCRO_1004432	hsa-miR-6867-5p
NCRO_1004433	hsa-miR-450a-5p
NCRO_1004434	hsa-miR-519b
NCRO_1004435	hsa-miR-4476
NCRO_1004436	hsa-miR-6875-5p
NCRO_1004437	hsa-miR-593-5p
NCRO_1004438	hsa-miR-621
NCRO_1004439	hsa-miR-3160-2
NCRO_1004440	hsa-miR-1247-5p
NCRO_1004441	hsa-miR-3190
NCRO_1004442	hsa-miR-6728
NCRO_1004443	hsa-miR-3125
NCRO_1004444	hsa-miR-18b-5p
NCRO_1004445	hsa-miR-5703
NCRO_1004446	hsa-miR-4477a
NCRO_1004447	hsa-miR-6735
NCRO_1004448	hsa-miR-4668-3p
NCRO_1004449	hsa-miR-5096
NCRO_1004450	hsa-miR-3164
NCRO_1004451	hsa-miR-3152-5p
NCRO_1004452	hsa-miR-4520-1
NCRO_1004453	hsa-miR-548d-3p
NCRO_1004454	hsa-miR-4471
NCRO_1004455	hsa-miR-3653-5p
NCRO_1004456	hsa-miR-3195
NCRO_1004457	hsa-miR-5195-5p
NCRO_1004458	hsa-miR-6798-3p
NCRO_1004459	hsa-miR-6744-3p
NCRO_1004460	hsa-miR-4657
NCRO_1004461	hsa-miR-3666
NCRO_1004462	hsa-miR-4681
NCRO_1004463	hsa-miR-3914-2
NCRO_1004464	hsa-let-7f-1
NCRO_1004465	hsa-miR-548i-3
NCRO_1004466	hsa-miR-3677-3p
NCRO_1004467	hsa-miR-7853
NCRO_1004468	hsa-miR-2052
